case_idraw_,case_origin,section,is_control,has_vocals,ref_id,ref_origin,ref_title,ref_link,ref_genre,ref_language,ref_timestamp,sampleA_id,sampleA_origin,sampleA_title,sampleA_link,sampleA_genre,sampleA_language,sampleA_timestamp,sampleB_id,sampleB_origin,sampleB_title,sampleB_link,sampleB_source,sampleB_genre,sampleB_language,sampleB_timestamp,tr_strategy
c_102,human,HP,1,1,c_ref_102,smp_ac_103,The Police - Every Breath You Take,https://www.youtube.com/watch?v=OMOGaugKpzs,"new wave, pop rock, rock",english,00:32-00:46,c_sA_102,suggested song,Queen - Somebody To Love,https://www.youtube.com/watch?v=kijpcUv-b8M,"rock, gospel",english,00:33-00:44,c_sB_102,smp_ac_103,Puff Daddy [feat. Faith Evans & 112] - I'll Be Missing You,https://www.youtube.com/watch?v=NKMtZm2YuBE,yt,"r&b, rap, hip-hop",english,01:22-01:38,suggested song
c_103,human,HP,1,1,c_ref_103,smp_ac_54,Taj Mahal - Jorge Ben,https://www.youtube.com/watch?v=PaBkFpYYeGU,"latin, funk",portuguese,00:58-01:04,c_sA_103,different section of ref track,Taj Mahal - Jorge Ben,https://www.youtube.com/watch?v=PaBkFpYYeGU,"latin, funk",portuguese,02:20-02:26,c_sB_103,same style/genre,Mais Que Nada · Sergio Mendes & Brasil '66,https://www.youtube.com/watch?v=R7GsuqCTnQc,yt,"bossa nova, samba, latin, jazz",portuguese,00:12-00:21,different section of ref track
c_104,human,HP,1,1,c_ref_104,smp_ac_118,Right Said Fred - I'm Too Sexy,https://www.youtube.com/watch?v=P5mtclwloEQ,"pop, dance",english,01:36-01:41,c_sA_104,suggested song,Lola Young - Messy ,https://www.youtube.com/watch?v=k-k2_Liofy8,"pop, pop rock, soul, indie",english,01:12-01:19,c_sB_104,smp_ac_118,Taylor Swift - Look What You Made Me Do,https://www.youtube.com/watch?v=3tmd-ClpJxA,yt,"pop, dance, electronic",english,02:06-02:13,suggested song
c_105,human,HP,1,1,c_ref_105,smp_ac_44,Lee Jung Hyun - Wa,https://www.youtube.com/watch?v=N-QqRqISX0k,"techno, pop",korean,01:11-01:17,c_sA_105,nothing in common,어느새 (어느새),https://www.youtube.com/watch?v=lSk7MRDwAUo,"folk, pop, bossa nova",korean,00:53-01:01,c_sB_105,different section of ref track,이정현(Lee Jung-hyun) - 와,https://www.youtube.com/watch?v=N-QqRqISX0k,yt,"techno, pop",korean,02:12-02:18,different section of ref track
c_106,human,HV,1,1,c_ref_106,C-0020641,Garry Mills - Hey Baby,https://www.youtube.com/watch?v=-Y-8HTJ5_3o,"pop, rock and roll",english,00:12-00:24,c_sA_106,nothing in common,Avril Lavigne - Complicated,https://www.youtube.com/watch?v=5NPBIwQyPWE,"pop, pop rock, rock, punk",english,01:09-01:19,c_sB_106,nothing in common,"Ain't Got No, I Got Life - Nina Simone",https://www.youtube.com/watch?v=L5jI9I03q8E,yt,"pop, jazz, soul",english,01:33-01:42,nothing in common
c_107,human,HV,1,1,c_ref_107,C-0223914,Gail Becker - Small Day Tomorrow,https://www.youtube.com/watch?v=hP59kWKuOiI,jazz,english,03:13-03:26,c_sA_107,nothing in common,Avril Lavigne - Complicated,https://www.youtube.com/watch?v=5NPBIwQyPWE,"pop, pop rock, rock, punk",english,01:09-01:19,c_sB_106,nothing in common,Aretha Franklin - Respect,https://www.youtube.com/watch?v=A134hShx_gw,yt,"soul, r&b, funk",english,00:19-00:31,nothing in common
c_108,human,HV,1,1,c_ref_108,C-0072447,Peter Case - Down In The Alley,https://www.youtube.com/watch?v=ORoshAyjMSg,"jazz, blues",english,01:36-01:50,c_sA_108,nothing in common,Avril Lavigne - Complicated,https://www.youtube.com/watch?v=5NPBIwQyPWE,"pop, pop rock, rock, punk",english,01:09-01:19,c_sB_106,nothing in common,The Police - Walking On The Moon,https://www.youtube.com/watch?v=zPwMdZOlPo8,yt,"rock, pop rock",english,02:46-02:55,nothing in common
c_109,human,HV,1,0,c_ref_109,C-0074367,Tiny Grimes - Profoundly Blue,https://www.youtube.com/watch?v=eecBxqOqnso,blues,-,00:54-01:06,c_sA_109,different section of ref track,Parcels - Tieduprightnow,https://www.youtube.com/watch?v=_2qsU8FGU_E,"electronic, pop rock, synth-pop, disco",-,00:15-00:23,c_sB_109,C-0074367,Tiny Grimes - Profoundly Blue,https://www.youtube.com/watch?v=eecBxqOqnso,yt,blues,-,00:36-00:46,different section of ref track
c_110,human,HV,1,1,c_ref_110,C-0137536,"Jimmy Yancey, Mama Yancey - Santa Fe Blues",https://www.youtube.com/watch?v=1RmYygJtktc,blues,english,01:42-01:56,c_sA_110,C-0137536,Mama Yancey - Santa Fe Blues,https://www.youtube.com/watch?v=tLtGekPtVEQ,blues,english,01:41-01:59,c_sB_110,similar style/genre,Calypso Rose - Calypso Blues ,https://www.youtube.com/watch?v=tPQ0PDi6m1k,yt,"reggae, folk, world, country",english,01:29-01:40,suggested song
c_111,human,HP,0,1,c_ref_111,smp_ac_1,Gareth Gates - Listen to My Heart,https://www.youtube.com/watch?v=MsyJHwGN7js,"pop, ballad",english,00:50-01:02,c_sA_111,smp_ac_1,Sorichyeo - Lee Seung Chul,https://www.youtube.com/watch?v=NtYtadH2s4E,"pop, ballad",korean,01:27-01:39,c_sB_111,same artist as A,Sorichyeo - Lee Seung Chul,https://www.youtube.com/watch?v=NtYtadH2s4E,yt,"pop, ballad",korean,02:10-02:19,same artist as A
c_112,human,HP,0,1,c_ref_112,smp_ac_120,Love is a Wonderful Thing - The Isley Brothers,https://www.youtube.com/watch?v=MWh3GF8wrug,"soul, funk",english,00:31-00:36,c_sA_112,smp_ac_120,Love is a Wonderful Thing - Michael Bolton,https://www.youtube.com/watch?v=H_ezMbv2sr4,r&b,english,03:00-03:06,c_sB_112,same artist as ref,Who's That Laday - The Isley Brothers,https://www.youtube.com/watch?v=VjQJdJUjwts,yt,"soul, r&b",english,00:31-00:42,same artist as ref
c_113,human,HP,0,1,c_ref_113,smp_ac_113,Las Chicas Del Can El Negro No Puede,https://www.youtube.com/watch?v=XhIW0ft94aQ,"latin, pop",spanish,00:43-00:49,c_sA_113,smp_ac_113,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),https://www.youtube.com/watch?v=pRpeEdMmmQ0,"afropop, pop","spanish, english",01:49-01:55,c_sB_113,same style/genre,Blanda Blanca - Sopa de Caracol,https://www.youtube.com/watch?v=JkQmrPXwSNU,yt,"merenge, latin",spanish,00:53-01:00,same style/genre
c_114,human,HP,0,1,c_ref_114,smp_ac_21,Saito Yuki - Jeongyeol,https://www.youtube.com/watch?v=HA5lfZAKytA,pop,japanese,01:25-01:32,c_sA_114,smp_ac_21,Byeon Jin Seop - Laura,https://www.youtube.com/watch?v=v62Fi5R1xRw,pop,korean,01:08-01:14,c_sB_114,suggested song,UA - 情熱,https://www.youtube.com/watch?v=R53CceEY77Y&list=RDR53CceEY77Y&start_radio=1,yt,pop,japanese,01:30-01:39,shared keywords in lyrics
c_115,human,HP,0,1,c_ref_115,smp_ac_3,Summer Dream - TUBE,https://www.youtube.com/watch?v=-IfHmmlmpGs,"pop, rock","japanese, english",01:03-01:13,c_sA_115,different section of ref track,Summer Dream - TUBE,https://www.youtube.com/watch?v=-IfHmmlmpGs,"pop, rock","japanese, english",01:16-01:30,c_sB_115,smp_ac_3,김민종   귀천도애(歸天道哀) (가사 첨부),https://www.youtube.com/watch?v=UgSkgXFMxBU,yt,"rock, pop",korean,01:41-01:50,different section of ref track
c_116,human,HP,0,1,c_ref_116,smp_ac_22,Saito Yuki - Jeongyeol,https://www.youtube.com/watch?v=HA5lfZAKytA,pop,japanese,03:34-03:39,c_sA_116,same artist as ref,斉藤由貴「卒業」MV,https://www.youtube.com/watch?v=iTQWXqAbO-Y,pop,japanese,01:43-01:53,c_sB_116,smp_ac_22,Byeon Jin Seop - Laura,https://www.youtube.com/watch?v=v62Fi5R1xRw,yt,pop,korean,02:50-02:57,same artist as ref
c_117,human,HP,0,1,c_ref_117,smp_ac_50,FAKE LOVE - BTS,https://www.youtube.com/watch?v=7C2z4GqqS5E,"hip-hop, rock, pop","korean, japanese",01:52-02:03,c_sA_117,different section of ref track,FAKE LOVE - BTS,https://www.youtube.com/watch?v=7C2z4GqqS5E,pop,korean,00:10-00:21,c_sB_117,smp_ac_50,Seiell - Scenne Nenne MV (Plagiat BTS Fake Love),https://www.youtube.com/watch?v=6yYV9pHhDHI,yt,pop,italian,01:55-02:07,different section of ref track
c_117_1,human,HP,0,1,c_ref_117,smp_ac_50,FAKE LOVE - BTS,https://www.youtube.com/watch?v=7C2z4GqqS5E,"hip-hop, rock, pop","korean, japanese",01:52-02:03,c_sA_117,different section of ref track,FAKE LOVE - BTS,https://www.youtube.com/watch?v=7C2z4GqqS5E,pop,korean,02:10-02:21,c_sB_117,smp_ac_50,Seiell - Scenne Nenne MV (Plagiat BTS Fake Love),https://www.youtube.com/watch?v=6yYV9pHhDHI,yt,pop,italian,01:55-02:07,different section of ref track
c_118,human,HP,0,0,c_ref_118,smp_ac_98,Queen - Under Pressure (Official Video),https://www.youtube.com/watch?v=a01QQZyl-_I,"rock, pop",english,01:18-01:27,c_sA_118,suggested song,Britney Spears - ...Baby One More Time,https://www.youtube.com/watch?v=C-u5WLJ9Yk4,pop,english,00:20-00:28,c_sB_118,smp_ac_98,Vanilla Ice - Ice Ice Baby (Official Music Video),https://www.youtube.com/watch?v=rog8ou-ZepE,yt,"hip-hop, pop",english,00:58-01:07,suggested song
c_119,human,HP,0,1,c_ref_119,smp_ac_69,Bobby Brown - Humpin Around,https://www.youtube.com/watch?v=PGoDNmLDnRM,"r&b, soul",english,01:13-01:21,c_sA_119,same artist as ref,Bobby Brown - Every Little Step,https://www.youtube.com/watch?v=P0FKzPfsxA4,"r&b, soul",english,00:43-00:52,c_sB_119,smp_ac_69,Lee Seung Cheol - Banghwang,https://www.youtube.com/watch?v=GYXT0ggqK94,yt,pop,korean,01:24-01:32,same artist as ref
c_120,human,HP,0,1,c_ref_120,smp_ac_73,Me Espere - Casiopea,https://www.youtube.com/watch?v=QQnZ19uMaTE,jazz,japanese,01:00-01:07,c_sA_120,different section of ref track,Me Espere - Casiopea,https://www.youtube.com/watch?v=QQnZ19uMaTE,jazz,japanese,01:40-01:50,c_sB_120,smp_ac_73,Lee Seung Cheol - Chinguui Chingureul Saranghaenne,https://www.youtube.com/watch?v=0dw3u6AwidE,yt,pop,korean,01:00-01:08,different section of ref track
c_121,human,HP,0,1,c_ref_121,smp_ac_2,Maroon 5 - This Love (Official Music Video),https://www.youtube.com/watch?v=XPpTgCho5ZA,"rock, pop rock",english,01:02-01:11,c_sA_121,smp_ac_2,이승기(Lee Seung Gi) 가면 (가사 첨부),https://www.youtube.com/watch?v=LXW2yw8Ttbg,"pop, ballad",korean,01:01-01:11,c_sB_121,different section of ref track,Maroon 5 This is Love,https://www.youtube.com/watch?v=XPpTgCho5ZA,yt,"rock, pop rock",english,01:32-01:41,different section of ref track
c_122,human,HP,0,0,c_ref_122,smp_ac_102,The Police - Every Breath You Take,https://www.youtube.com/watch?v=OMOGaugKpzs,"new wave, pop rock, rock",english,00:00-00:13,c_sA_122,smp_ac_102,Puff Daddy [feat. Faith Evans & 112] - I'll Be Missing You,https://www.youtube.com/watch?v=NKMtZm2YuBE,"r&b, rap, hip-hop",english,00:15-00:27,c_sB_122,suggested song,JAY Z - Empirate State of Mind ft. Alicia Keys,https://www.youtube.com/watch?v=vk6014HuxcE,yt,"hip-hop, pop, rap",english,00:00-00:09,suggested song
c_123,human,HP,0,0,c_ref_123,smp_ac_100,Joyful Noise - FLAME feat. Lecrae & John Reilly,https://www.youtube.com/watch?v=MllhC0qyEjY,"rap, hip-hop",english,02:43-02:49,c_sA_123,smp_ac_100,Katy Perry - Dark Horse ft. Juicy J,https://www.youtube.com/watch?v=xtoHuHgS9_o,"hip-hop, pop, rap, electronic",english,01:13-01:20,c_sB_123,same style/genre,Orbital - Chime,https://www.youtube.com/watch?v=HXU5Rxc3vBQ,yt,"electronic, techno, house",-,01:50-01:58,same style/genre
c_124,human,HP,0,0,c_ref_124,smp_ac_04,The Surfin In The Wind,https://www.youtube.com/watch?v=RTXKS0TsUOc,"rock, pop",japanese,00:01-00:09,c_sA_124,smp_ac_4,Itneun Geudaero,https://www.youtube.com/watch?v=VOaDT52KGPI,pop,korean,00:00-00:11,c_sB_124,same style/genre,Olivia Newton-John - Physical,https://www.youtube.com/watch?v=vWz9VN40nCA,yt,"dance, pop, synth-pop, pop rock",english,00:00-00:08,same style/genre
c_125,human,HP,0,1,c_ref_125,smp_ac_124,Neil Innes - How Sweet to Be an Idiot,https://www.youtube.com/watch?v=P_OPpfaFlUI,"rock, pop",english,00:39-00:49,c_sA_125,suggested song,Kate Bush - Running Up That Hill,https://www.youtube.com/watch?v=wp43OdtAAkM,pop,english,00:51-01:00,c_sB_125,smp_ac_124,Oasis - Whatever,https://www.youtube.com/watch?v=ad9D41WzkEQ,yt,"rock, pop, pop rock",english,00:32-00:42,suggested song
c_126,human,HP,0,1,c_ref_126,smp_ac_103,The Police - Every Breath You Take,https://www.youtube.com/watch?v=OMOGaugKpzs,"new wave, pop rock, rock",english,01:05-01:18,c_sA_126,suggested song,Blondie - Heart Of Glass,https://www.youtube.com/watch?v=WGU_4-5Rax,"disco, new wave",english,01:24-01:31,c_sB_126,different section of ref track,The Police - Every Breath You Take,https://www.youtube.com/watch?v=OMOGaugKpzs,yt,"new wave, pop rock, rock",english,00:49-01:03,different section of ref track
c_127,human,HP,0,1,c_ref_127,smp_ac_59,Paul Young - Every Time You Go Away,https://www.youtube.com/watch?v=s_-QRNVbNM8,"pop, pop rock, soul",english,00:27-00:38,c_sA_127,smp_ac_59,Lim Jae Beom - I Bami Jinamyeon,https://www.youtube.com/watch?v=Wu_Y02C2VwM,"ballad, pop",korean,00:22-00:31,c_sB_127,suggested song,슬픈 인연 · Nami,https://www.youtube.com/watch?v=8oSPOHpaa_M,yt,"pop, ballad",korean,00:55-01:05,suggested song
c_128,human,HP,0,1,c_ref_128,smp_ac_18,조덕배 - 나의 옛날 이야기,https://www.youtube.com/watch?v=fwucDkRlb3M,"folk, blues",korean,00:59-01:08,c_sA_128,same style/genre,오늘 밤에 (오늘 밤에),https://www.youtube.com/watch?v=UxdS8-tv-LA,"rock, pop, funk, disco",korean,00:36-00:44,c_sB_128,smp_ac_18,&design(앤디자인)-문근영,https://www.youtube.com/watch?v=CK6J3lU8FaQ,yt,rock,korean,01:37-01:46,same style/genre
c_129,human,HP,0,1,c_ref_129,smp_ac_84,Ben E King - Stand By Me,https://www.youtube.com/watch?v=eJ4i-QbXG54,"rock, soul, r&b, rock and roll",english,01:12-01:33,c_sA_129,smp_ac_84,Kim Jin Pyo - Nae Gyeote,https://www.youtube.com/watch?v=cGiZ4XK8ndQ,"pop, ballad, rap, hip-hop",korean,01:10-01:24,c_sB_129,same artist as ref,Spanish Harlem - Ben E King,https://www.youtube.com/watch?v=hwfwqA55w_0,yt,"soul, r&b, pop",english,01:09-01:19,same artist as ref
c_130,human,HP,0,1,c_ref_130,smp_ac_98,Muddy Waters - You need love,https://www.youtube.com/watch?v=pM8_HuQ0b34,blues,english,00:00-00:07,c_sA_130,same artist as B,Ramble On - Led Zepelin,https://www.youtube.com/watch?v=8oWfHcl94k4,"rock, hard rock, folk, blues",english,00:00-00:09,c_sB_130,smp_ac_99,Led Zeppelin - Whole Lotta Love,https://www.youtube.com/watch?v=HibBnC6SVk8,yt,"rock, hard rock, metal, blues",english,00:00-00:07,same artist as B
c_131,human,HV,0,1,c_ref_131,C-0095324,Luz Casal - El Tren,https://www.youtube.com/watch?v=I8jV8cQqL18,rock,spanish,01:18-01:29,c_sA_131,suggested song,El Cuarto de Tula - Buena Vista Social Club,https://www.youtube.com/watch?v=rtGSLV2sNKE,"latin, jazz, folk, world, country, bolero",spanish,01:25-01:33,c_sB_131,suggested song,María José Llergo - La Luz,https://www.youtube.com/watch?v=m6UdHn00u3c,yt,"pop, flamenco, latin, rock",spanish,01:04-01:13,nothing in common
c_132,human,HV,0,0,c_ref_132,C-0290173,Benny Golson - Grove's Groove,https://www.youtube.com/watch?v=RF7D34EM52Q,jazz,-,07:12-07:21,c_sA_132,C-0290173,Michael Dease - Grove's Groove,https://www.youtube.com/watch?v=D-F7OZl2qIo,jazz,-,03:52-04:01,c_sB_132,same style/genre,Blues After Dark - Benny Golson,https://www.youtube.com/watch?v=KT5SpSrgYx4,yt,jazz,-,02:25-02:37,same style/genre
c_133,human,HV,0,1,c_ref_133,C-0099755,Hugh Masekela - Child Of The Earth,https://www.youtube.com/watch?v=GySK41zXKyU&embeds_referring_euri=http%3A%2F%2F43.0.66.45%3A8501%2F&source_ve_path=MTc4NDI0,"jazz, funk, soul",english,01:06-01:15,c_sA_133,same style/genre,Cheek to Cheek - Ella Fitzgerald,https://www.youtube.com/watch?v=lGfeCe0DHtI,jazz,english,04:02-04:13,c_sB_133,C-0099755,Hugh Masekela - Child Of The Earth,https://www.youtube.com/watch?v=GySK41zXKyU&embeds_referring_euri=http%3A%2F%2F43.0.66.45%3A8501%2F&source_ve_path=MTc4NDI0,yt,"jazz, funk, soul",english,02:12-02:21,different section of ref track
c_134,human,HV,0,1,c_ref_134,C-0144781,Nobody Makes Me Crazy - Karla DeVito,https://www.youtube.com/watch?v=8LNrsi07UjM,"electronic, rock",english,01:16-01:25,c_sA_134,same artist as B,Upside Down - Diana Ross,https://www.youtube.com/watch?v=hDHW5wXBvLw,"disco, funk, soul, r&b",english,01:04-01:12,c_sB_134,C-0144781,Nobody Makes Me Crazy (Like You Do) - Diana Ross,https://www.youtube.com/watch?v=VNrXyTXcaEg,yt,"funk, soul, electronic",english,01:27-01:36,same artist as B
c_135,human,HV,0,1,c_ref_135,C-0085340,Troy Shondell - Girl After Girl,https://www.youtube.com/watch?v=TmNUuu29L3M,"rock, pop",english,01:06-01:14,c_sA_135,C-0085340,Hidden Charms - Girl After Girl,https://www.youtube.com/watch?v=yptvA1v4k70,rock,english,00:52-01:02,c_sB_135,same artist as ref,Troy Shondell This Time,https://www.youtube.com/watch?v=cpFpCgjdGpo,yt,"rock, pop, rock and roll",english,00:29-00:40,same artist as ref
c_136,human,HV,0,1,c_ref_136,C-0059460,Michael Jackson - Thriller,https://www.youtube.com/watch?v=ZEHsIcsjtdI,"pop, disco, funk, rock and roll",english,02:10-02:17,c_sA_136,same artist as ref,Michael Jackson - Billie Jean,https://www.youtube.com/watch?v=Zi_XLOBDo_Y,"disco, r&b, funk, dance, pop, new wave, synth-pop",english,00:30-00:42,c_sB_136,C-0059460,Thriller - Michael Jackson (1930s Jazz Cover) ft. Wayne Brady,https://www.youtube.com/watch?v=td-_pUPVjdo&list=RDtd-_pUPVjdo&start_radio=1,yt,jazz,english,01:48-01:55,same artist as ref
c_137,human,HV,0,0,c_ref_137,C-0026098,The James Cotton Blues Band - Off The Wall,https://www.youtube.com/watch?v=iaVLiZrywc0,blues,-,01:54-02:06,c_sA_137,same style/genre,T-Bone Walker - Flower Blues,https://www.youtube.com/watch?v=7wlGGzttF74,blues,-,00:53-01:06,c_sB_137,C-0026098,Muddy Waters - Off The Wall,https://www.youtube.com/watch?v=4PHr_PyyN4g,yt,blues,-,02:55-03:07,same style/genre
c_138,human,HV,0,1,c_ref_138,C-0098018,Gloria Lasso - Amour Perdu (Armen's Theme),https://www.youtube.com/watch?v=T7gC3xfX9Zw&embeds_referring_euri=http%3A%2F%2F43.0.66.45%3A8501%2F&source_ve_path=MTc4NDI0,pop,french,01:08-01:21,c_sA_138,same artist as B,Claude Goaty - Mon manège à moi,https://www.youtube.com/watch?v=Vh-DChrP9CA,pop,french,01:00-01:11,c_sB_138,C-0098018,Claude Goaty - Amour Perdu,https://www.youtube.com/watch?v=s5GBEKLdbAw,yt,pop,french,01:20-01:31,same artist as B
c_139,human,HV,0,1,c_ref_139,C-0020641,Garry Mills - Hey Baby,https://www.youtube.com/watch?v=-Y-8HTJ5_3o,rock and roll,english,01:31-01:43,c_sA_139,C-0020641,Al Ferrier - Hey Baby,https://www.youtube.com/watch?v=G6tEBpdoQXE,"rock, blues",english,01:35-01:45,c_sB_139,suggested song,Aretha Franklin - I Say a Little Prayer,https://www.youtube.com/watch?v=-8y0onSG3kg,yt,"soul, r&b, pop",english,01:19-01:36,suggested song
c_140,human,HV,0,1,c_ref_140,C-0070636,The New Bomb Turks - Summer Romance,https://www.youtube.com/watch?v=c1Sy-lMbbNM,rock,english,00:17-00:29,c_sA_140,similar style/genre,Red Hot Chili Peppers - Snow,https://www.youtube.com/watch?v=p0vM9iINl28,"rock, pop rock, pop",english,01:56-02:12,c_sB_140,C-0070636,The New Bomb Turks - Summer Romance,https://www.youtube.com/watch?v=c1Sy-lMbbNM,yt,rock,english,00:48-01:00,different section of ref track
c_141,human,HV,0,0,c_ref_141,C-0290173,Benny Golson - Grove's Groove,https://www.youtube.com/watch?v=RF7D34EM52Q,jazz,-,00:29-00:39,c_sA_141,same style/genre,Everybody Loves The Sunshine - Takuya Kuroda,https://www.youtube.com/watch?v=lZ8zu1aRYA8,"jazz, funk, soul",-,00:34-00:42,c_sB_141,C-0290173,Benny Golson - Grove's Groove,https://www.youtube.com/watch?v=RF7D34EM52Q,yt,jazz,-,07:22-07:34,different section of ref track
c_142,human,HV,0,1,c_ref_142,C-0223914,Gail Becker - Small Day Tomorrow,https://www.youtube.com/watch?v=hP59kWKuOiI,jazz,english,01:14-01:38,c_sA_142,C-0223914,Bob Dorough - Small Day Tomorrow,https://www.youtube.com/watch?v=EJFNGP46i1o&t=8s,jazz,english,00:40-00:56,c_sB_142,same artist as ref,You Gotta Taste All The Fruit - Gail Becker,https://www.youtube.com/watch?v=2jMrbBc9TnQ,yt,jazz,english,01:49-02:03,same artist as ref
c_143,human,HV,0,1,c_ref_143,C-0095324,Luz Casal - El Tren,https://www.youtube.com/watch?v=I8jV8cQqL18,rock,spanish,02:37-02:46,c_sA_143,suggested song,Rosario - Algo Contigo,https://www.youtube.com/watch?v=d2mb6U1CiTU,"pop, latin, flamenco",spanish,02:37-02:46,c_sB_143,C-0095324,Luis Fonsi - El Tren,https://www.youtube.com/watch?v=4JqcUZM13O8,yt,"latin, pop",spanish,02:17-02:26,suggested song
c_144,human,HV,0,1,c_ref_144,C-0159141,Shawn Colvin - Whole New You,https://www.youtube.com/watch?v=k8XCOF2eEWY,"pop, rock, folk, world, country",english,01:59-02:12,c_sA_144,same artist as ref,A Matter Of Minutes - Shawn Colvin,https://www.youtube.com/watch?v=Efu6uztyaxI,"folk, pop, rock",english,02:20-02:28,c_sB_144,C-0159141,Queen Bees - Whole New You,https://www.youtube.com/watch?v=dC6hflBS_7Q,yt,pop,english,02:39-02:53,same artist as ref
c_145,human,HV,0,1,c_ref_145,C-0140272,Sangre Joven - La Camisa Negra,https://www.youtube.com/watch?v=-HihUEnGNRg,"latin, rock",spanish,03:10-03:19,c_sA_145,suggested song,Rosario - Tu Boca,https://www.youtube.com/watch?v=HoRarCUw55Y,"pop, rumba, latin",spanish,00:56-01:08,c_sB_145,C-0140272,Sangre Joven - La Camisa Negra,https://www.youtube.com/watch?v=-HihUEnGNRg,yt,"latin, rock",spanish,03:15-03:25,suggested song
c_146,human,HV,0,0,c_ref_146,C-0074367,Tiny Grimes - Profoundly Blue,https://www.youtube.com/watch?v=eecBxqOqnso,blues,-,00:57-01:07,c_sA_146,C-0074367,"Charlie Christian, Edmond Hall Celeste Quartet - Profoundly Blue",https://www.youtube.com/watch?v=b-jHI8OWFTg,jazz,-,01:17-01:33,c_sB_146,similar style/genre,OCEAN - John Butler,https://www.youtube.com/watch?v=jdYJf_ybyVo,yt,"folk, world, country",-,03:52-04:01,same style/genre
c_147,human,HV,0,1,c_ref_147,C-0043178,Pointer Sisters - I'm So Excited,https://www.youtube.com/watch?v=F6m53yhdrGA,"electronic, funk, soul",english,03:19-03:29,c_sA_147,different section of ref track,Pointer Sisters - I'm So Excited,https://www.youtube.com/watch?v=F6m53yhdrGA,"electronic, funk, soul",english,04:22-04:32,c_sB_147,C-0043178,K's Choice - I'm So Excited,https://www.youtube.com/watch?v=3DCpIhz-N5I,yt,"rock, pop",english,01:52-02:03,different section of ref track
c_148,human,HV,0,1,c_ref_148,C-0071189,Out in the Streets - Blondie,https://www.youtube.com/watch?v=d-F9Li6MFV0,"rock, pop",english,00:52-01:03,c_sA_148,different section of ref track,Out in the Streets - Blondie,https://www.youtube.com/watch?v=d-F9Li6MFV0,"rock, pop",english,01:14-01:21,c_sB_148,C-0071189,Out In The Streets - The Shangril-las,https://www.youtube.com/watch?v=NrICMb-VIGc,yt,"funk, soul, pop",english,01:01-01:11,different section of ref track
c_149,human,HV,0,1,c_ref_149,C-0154173,Maria João - O Silêncio Das Estrelas,https://www.youtube.com/watch?v=l6cNK768_pg,jazz,portuguese,02:27-02:38,c_sA_149,suggested song,Maria Gadú - Bela Flor,https://www.youtube.com/watch?v=7Ys9aPc1GwA,"pop, world",portuguese,01:01-01:13,c_sB_149,suggested song,Flavia Coelho - Cê Inventa,https://www.youtube.com/watch?v=rVZ9JkBJV44,yt,"reggae, samba, dub, hip-hop",portuguese,01:16-01:31,nothing in common
c_150,human,HV,0,1,c_ref_150,C-0218677,Eileen - Une Grenouille Dans Le Vent,https://www.youtube.com/watch?v=vvmkpOX8f3c,"rock, pop",french,00:08-00:27,c_sA_150,C-0218677,Dominique Michel - Une Grenouille Dans Le Vent,https://www.youtube.com/watch?v=WcxABKfglao,"electronic, pop, folk, world, country",french,00:08-00:19,c_sB_150,similar style/genre,iliona - Si tu m'aimes demain,https://www.youtube.com/watch?v=cyqHNKvJsqA,yt,"pop, indie",french,00:41-00:50,same style/genre
c_151,ai,AS,0,0,c_ref_151,rock,fma_102181_rock,stimuli/ai-gen-samples/fma/selected_samples/102181_rock.wav,rock,-,00:00-00:10,c_sA_151,rock,fma_102181_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/102181_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_151,rock,fma_102181_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/102181_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_152,ai,AS,0,0,c_ref_152,rock,fma_112316_rock,stimuli/ai-gen-samples/fma/selected_samples/112316_rock.wav,rock,-,00:00-00:10,c_sA_152,rock,fma_112316_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/112316_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_152,rock,fma_112316_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/112316_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_153,ai,AS,0,0,c_ref_153,rock,fma_112317_rock,stimuli/ai-gen-samples/fma/selected_samples/112317_rock.wav,rock,-,00:00-00:10,c_sA_153,rock,fma_112317_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/112317_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_153,rock,fma_112317_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/112317_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
